Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein	Protein.Names	Genes	group
Q96I25	-0.17155263901794288	-0.459545645721297	0.11644036768541127	14.561946379983787	-1.1922874746637278	0.2379843940673784	0.4575311951047972	-6.373248519631506	Q96I25	SPF45_HUMAN	RBM17	not significant
Q8IW35	0.034002877058885085	-0.42195487432613493	0.48996062844390514	16.38584377387759	0.16213914070328675	0.8738433055392283	0.9346103879961395	-6.374189561168454	Q8IW35	CEP97_HUMAN	CEP97	not significant
Q04724	0.02424536344904895	-0.5846652130962045	0.6331559399943023	14.138981745839283	0.08392075681668924	0.9340865193080474	0.9667344433660848	-6.374250596421189	Q04724	TLE1_HUMAN	TLE1	not significant
Q12872	0.11672942129671142	-0.5193428724039583	0.752801714997381	12.793407720340939	0.38252317057803625	0.7060617388530878	0.8428996190239928	-6.374329908583303	Q12872	SFSWA_HUMAN	SFSWAP	not significant
Q14692	-0.1402801011076648	-0.4094964599344677	0.12893625771913808	14.125022865273463	-1.0493350983237306	0.29959810414018406	0.5200194581690742	-6.374418979772934	Q14692	BMS1_HUMAN	BMS1	not significant
Q6NUQ1	0.0665233669330258	-0.4355544248496797	0.5686011587157314	11.787972467771	0.2781074742850067	0.784058787854792	0.8852324987708663	-6.374565533943644	Q6NUQ1	RINT1_HUMAN	RINT1	not significant
Q92696	-0.06822453863688793	-0.17899421172087626	0.04254513444710038	18.258371324833593	-1.2307155570123394	0.22298759878259922	0.44134207721515784	-6.374847487769987	Q92696	PGTA_HUMAN	RABGGTA	not significant
P43121	0.08003057757161713	-0.978905260827024	1.1389664159702582	14.442988384324481	0.16087146172691277	0.8743084993677108	0.9349386198199711	-6.375924515817345	P43121	MUC18_HUMAN	MCAM	not significant
P98095	0.18907757100969125	-0.3196631637391739	0.6978183057585564	14.424541903697996	0.7636215177151591	0.4519060173424869	0.6586764408748095	-6.37819585062881	P98095	FBLN2_HUMAN	FBLN2	not significant
Q9Y2U5	-0.08510084113780952	-0.5375072142376547	0.3673055319620356	14.330743811125817	-0.39338776408878895	0.6983595100803829	0.8391681111973024	-6.378219147847532	Q9Y2U5	M3K2_HUMAN	MAP3K2	not significant
Q9H936	0.11266589978360066	-0.07290210070403326	0.2982339002712346	15.364240989854787	1.213958920452534	0.22942472995978755	0.4482244310759197	-6.378397390254013	Q9H936	GHC1_HUMAN	SLC25A22	not significant
P55060	-0.05816806054218493	-0.15292253756258167	0.03658641647821183	18.84746788111674	-1.2266560399198299	0.22449978753808447	0.4432493867167114	-6.3797642756989905	P55060	XPO2_HUMAN	CSE1L	not significant
P38571	-0.14951725204690933	-0.39312361711371	0.09408911301989137	15.453051162526673	-1.2264239753246071	0.22458645885917033	0.4432493867167114	-6.380044878799379	P38571	LICH_HUMAN	LIPA	not significant
Q6UWP7	0.07865157328742169	-0.049526592033611525	0.20682973860845488	17.15776215929657	1.2261153238377251	0.2247017717287223	0.4432493867167114	-6.3804180092468705	Q6UWP7	LCLT1_HUMAN	LCLAT1	not significant
Q00325	0.07497256673079482	-0.04730436504423054	0.1972494985058202	22.757725422690406	1.2251684475099098	0.22505579704059295	0.4435583470849253	-6.381562134523858	Q00325	MPCP_HUMAN	SLC25A3	not significant
A0A2R8Y7D0	0.178386620733091	-0.8591398643014848	1.2159131057676669	15.01506800933521	0.3595661465588655	0.723089017138109	0.8515580728250592	-6.3819020127947015	A0A2R8Y7D0	TINCR_HUMAN	TINCR	not significant
O14737	-0.1005262116070427	-0.2645707661758261	0.06351834296174069	17.202259938047522	-1.2244905969669415	0.22530948737524917	0.4435583470849253	-6.382380674250944	O14737	PDCD5_HUMAN	PDCD5	not significant
Q9UBQ0	0.09159764939934484	-0.057950068358825435	0.2411453671575151	17.253470524831414	1.2238903092691162	0.22553432378869467	0.4435583470849253	-6.383105192230841	Q9UBQ0	VPS29_HUMAN	VPS29	not significant
Q13526	-0.11273968397810713	-0.3120673970184338	0.08658802906221952	14.855270765875147	-1.1338466490527037	0.2618459898714919	0.4831831103067488	-6.385408140828072	Q13526	PIN1_HUMAN	PIN1	not significant
Q9H270	-0.11606729439270211	-0.30830865471826713	0.07617406593286291	15.803865687011754	-1.2071955321463832	0.23199936560400305	0.45131365390554745	-6.385648857666991	Q9H270	VPS11_HUMAN	VPS11	not significant
O43174	0.06241883111576686	-0.757294050260202	0.8821317124917357	14.497211152701695	0.16306722655081105	0.8727579353582026	0.9336186136977982	-6.386280141903448	O43174	CP26A_HUMAN	CYP26A1	not significant
Q9UBW8	-0.10156541075524742	-0.2678165254672285	0.06468570395673368	15.892456491743406	-1.2207288827629668	0.22672113579856237	0.44559568320343074	-6.386915289849537	Q9UBW8	CSN7A_HUMAN	COPS7A	not significant
Q8NEX9	0.5316877800423949	-0.45768393548268393	1.5210594955674739	18.602304498301507	1.080966399678664	0.2852003450581849	0.5076531759836167	-6.387388234061442	Q8NEX9	DR9C7_HUMAN	SDR9C7	not significant
O75116	-0.07253378703986565	-0.19131231564555068	0.046244741565819356	16.384261595568898	-1.2202262646929405	0.22691024003151275	0.4458189878995723	-6.38752017083094	O75116	ROCK2_HUMAN	ROCK2	not significant
Q9H0S4	-0.16469236428795136	-0.4439472303016537	0.11456250172575094	15.658736718773342	-1.1804245551485049	0.2426305701621756	0.4632965235621756	-6.387581894354447	Q9H0S4	DDX47_HUMAN	DDX47	not significant
Q9HCJ1	-0.03616056210464922	-0.6207158495414087	0.5483947253321102	11.995882298306087	-0.13339980667934742	0.8958843028607342	0.9458513930453157	-6.3878511542469765	Q9HCJ1	ANKH_HUMAN	ANKH	not significant
Q92878	-0.09975300874945033	-0.26321423532573507	0.0637082178268344	17.337333790252572	-1.2194084696871008	0.22721817202519518	0.4460334785223869	-6.388503847052938	Q92878	RAD50_HUMAN	RAD50	not significant
Q15750	-0.08089993822768926	-0.21349721904694713	0.05169734259156861	16.964199578824086	-1.2191342400457805	0.2273214985357915	0.4460334785223869	-6.388833560506443	Q15750	TAB1_HUMAN	TAB1	not significant
Q9UGC7	-0.07972541281361553	-0.6035659361792509	0.4441151105520198	14.252054916191716	-0.3222583454379937	0.7513696629805684	0.8665473988602298	-6.388910511820809	Q9UGC7	RF1ML_HUMAN	MTRF1L	not significant
P01834	0.14195010237446976	-0.09085065055419075	0.37475085530313024	19.55929588357115	1.2183983056495842	0.22759895948172848	0.4464295764527029	-6.389718044028238	P01834	IGKC_HUMAN	IGKC	not significant
P07686	0.1294016836323786	-0.08286230246141921	0.3416656697261764	19.39986008692707	1.2181522403091438	0.22769178579265667	0.44645202696696085	-6.390013664274407	P07686	HEXB_HUMAN	HEXB	not significant
P05026	-0.1005400846441374	-0.26548601073935074	0.06440584145107596	19.602573577405735	-1.2179672474976757	0.22776159113637878	0.44645202696696085	-6.390235875138794	P05026	AT1B1_HUMAN	ATP1B1	not significant
O95400	-0.1327819635827683	-0.3767286306582084	0.11116470349267177	15.43937845359117	-1.0931469517013028	0.27954381121337446	0.5022773802939426	-6.390363618936613	O95400	CD2B2_HUMAN	CD2BP2	not significant
Q9Y5L4	0.10856464548012615	-0.06964304455667147	0.28677233551692377	17.339980492914794	1.2173064819588637	0.2280110524465513	0.4464964442139695	-6.391029314926156	Q9Y5L4	TIM13_HUMAN	TIMM13	not significant
Q9BZ23	0.18424472077156412	-0.24427093313763715	0.6127603746807654	12.764215068618451	0.879061032284895	0.3865367021600845	0.6029312037491499	-6.391553249575164	Q9BZ23	PANK2_HUMAN	PANK2	not significant
Q7LBC6	-0.15849551042667326	-0.48248032338975333	0.1654893025364068	13.974944333115564	-0.9919339042063047	0.3278078985564774	0.5496971745810777	-6.391641483879633	Q7LBC6	KDM3B_HUMAN	KDM3B	not significant
Q96I36	-0.11966690037107058	-0.7534187061924726	0.5140849054503314	14.77943932033588	-0.39135537678680976	0.6992598318966465	0.839690488141199	-6.392577827113895	Q96I36	COX14_HUMAN	COX14	not significant
Q5T160	0.09517624475673417	-0.06316030837369443	0.25351279788716274	16.509718349512347	1.2014934539410358	0.2341122516466561	0.45422699021851215	-6.393297300125234	Q5T160	SYRM_HUMAN	RARS2	not significant
Q00577	0.06812423490711716	-0.04388010586374176	0.18012857567797608	19.13196627081276	1.2153594451821736	0.22874728332390618	0.4474930292517356	-6.393364906296946	Q00577	PURA_HUMAN	PURA	not significant
Q8N3R9	-0.05697243217128989	-0.8611798067087459	0.7472349423661662	10.710121695972262	-0.15170836288324827	0.8815461277790176	0.9392768231396135	-6.393870036760165	Q8N3R9	PALS1_HUMAN	PALS1	not significant
Q9NVM9	-0.13607968266114256	-0.3663217707845133	0.09416240546222815	14.919407198349168	-1.1821386952975186	0.24179639259995367	0.46245126123553315	-6.394136804085301	Q9NVM9	INT13_HUMAN	INTS13	not significant
Q8WTR7	-0.15908340736054324	-0.9534702044971006	0.6353033897760141	13.456360900420302	-0.4203415464893303	0.679147804340307	0.832512854386437	-6.394345217871167	Q8WTR7	ZN473_HUMAN	ZNF473	not significant
O76062	0.10524925939103344	-0.06791044842133848	0.27840896720340536	17.45518577523261	1.2145353535773122	0.22905941758136758	0.4477774864123332	-6.3943523809447615	O76062	ERG24_HUMAN	TM7SF2	not significant
Q92979	-0.14192501254698286	-0.3806239597264126	0.0967739346324469	14.980010457126356	-1.1892366880818706	0.23901351474320603	0.45856206045397946	-6.394540128976908	Q92979	NEP1_HUMAN	EMG1	not significant
O75093	-0.12496976811014841	-0.5273699052477179	0.277430369027421	14.308778617926578	-0.642085394969916	0.5271026793815534	0.72045091979344	-6.394845931209999	O75093	SLIT1_HUMAN	SLIT1	not significant
Q5T5C0	0.04095260810189756	-0.8733212889119997	0.9552265051157949	11.398871424919635	0.09592196299721768	0.9249199101790492	0.9613827859059247	-6.395322501386394	Q5T5C0	STXB5_HUMAN	STXBP5	not significant
Q93062	0.1341901895519866	-0.08948051173147825	0.3578608908354515	15.403112191252562	1.1995718243529092	0.23492662402472203	0.4547612722025593	-6.395518287271516	Q93062	RBPMS_HUMAN	RBPMS	not significant
Q6ZVX7	0.5977683649598924	-0.4301068188931425	1.6256435488129273	20.248255991770282	1.1653556738089272	0.24888304951005757	0.4702185829834933	-6.395800155003469	Q6ZVX7	FBX50_HUMAN	NCCRP1	not significant
Q9UII2	-0.04418728033898859	-0.443644307772955	0.3552697470949778	14.658617136033037	-0.23422524089070496	0.8177384074624645	0.9042432193359512	-6.396017107313692	Q9UII2	ATIF1_HUMAN	ATP5IF1	not significant
Q9NNW5	0.20545269728218646	-0.5204368160298878	0.9313422105942606	11.115320568772388	0.5851770328128285	0.5640692309702924	0.7482913023608595	-6.396181240412089	Q9NNW5	WDR6_HUMAN	WDR6	not significant
P23142	0.12871737637389122	-0.08332341879349939	0.34075817154128185	17.69555927465076	1.2129857859265623	0.2296471746092548	0.44836238454289545	-6.396207432662743	P23142	FBLN1_HUMAN	FBLN1	not significant
P16383	-0.14565440679872882	-0.48688225060715984	0.1955734370097022	14.523890557293598	-0.864704014651641	0.3927381323672051	0.6076791746818742	-6.396692103716807	P16383	GCFC2_HUMAN	GCFC2	not significant
P60059	0.05852098853194873	-0.477149465280581	0.5941914423444785	11.861387420837676	0.23132386983680653	0.819953489378731	0.9056752025941248	-6.396713211179596	P60059	SC61G_HUMAN	SEC61G	not significant
Q9Y2Q5	-0.18968073028464513	-0.5307062042590841	0.1513447436897938	14.305901512782775	-1.1145571445606066	0.26986650605634266	0.4914312389706175	-6.396973222922373	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	not significant
Q14728	0.13841292278661563	-0.11273405333595773	0.38955989890918896	13.848366590625751	1.107389998827108	0.2735063354480914	0.4953360907713372	-6.3971414750399935	Q14728	MFS10_HUMAN	MFSD10	not significant
Q8NC06	-0.13951545254838776	-0.4639148986074087	0.18488399351063317	14.003796035542393	-0.8747554963075994	0.3879848988314547	0.6039918259219218	-6.397152563722678	Q8NC06	ACBD4_HUMAN	ACBD4	not significant
Q96FS4	-0.07633180023685805	-0.502367369072011	0.3497037685982949	14.619386232718547	-0.3836829133878637	0.7068833165505293	0.8434046197065507	-6.397446175477099	Q96FS4	SIPA1_HUMAN	SIPA1	not significant
O15056	0.18539167452579886	-0.4155142074516852	0.7862975565032829	11.613463316429641	0.6378663905527864	0.529797450843231	0.7221287202123523	-6.397562768873252	O15056	SYNJ2_HUMAN	SYNJ2	not significant
Q16563	0.21590812612298374	-0.1401017898786953	0.5719180421246628	18.77350442782238	1.2118387917585087	0.23008294090442563	0.4490647220692458	-6.397579091460573	Q16563	SYPL1_HUMAN	SYPL1	not significant
Q9NTM9	-0.213586559629732	-0.61205777182278	0.18488465256331604	14.38887762405003	-1.0770326780033146	0.2867147785884648	0.5093736664471307	-6.397864861053213	Q9NTM9	CUTC_HUMAN	CUTC	not significant
O75879	0.09479159713834823	-0.06161742147013577	0.2512006157468322	18.055782536646173	1.211005196071614	0.2304000183308865	0.44938656151328127	-6.398575188576666	O75879	GATB_HUMAN	GATB	not significant
Q99836	0.13056975490589204	-0.08773809239752911	0.3488776022093132	14.552300108252748	1.1958806291394526	0.23635351384022812	0.45617772965372133	-6.39905803131667	Q99836	MYD88_HUMAN	MYD88	not significant
P19224	0.07768345419901823	-0.05057395500779288	0.20594086340582934	20.956208443715983	1.2102748880032999	0.23067806920201928	0.44955774335657156	-6.399447325547469	P19224	UD16_HUMAN	UGT1A6	not significant
Q16595	-0.09194137267864945	-0.24375151348358753	0.05986876812628865	17.462010700368452	-1.2101749451137898	0.2307161395383963	0.44955774335657156	-6.399566638706824	Q16595	FRDA_HUMAN	FXN	not significant
Q32NB8	0.04055796749470915	-0.610381480535925	0.6914974155253434	12.712196725675371	0.13262588503109746	0.8962251485881263	0.946042131825107	-6.39976150295614	Q32NB8	PGPS1_HUMAN	PGS1	not significant
P15309	0.5681286774567649	-0.6766923401732867	1.8129496950868165	16.568153502673667	0.9245451139292284	0.3611558875016452	0.5787549105184462	-6.399867784576061	P15309	PPAP_HUMAN	ACP3	not significant
Q6AW86	-0.11216767595824988	-0.319089358967288	0.09475400705078825	15.865689334739313	-1.0897837311297327	0.28122304416653404	0.5042207950356862	-6.399883174998148	Q6AW86	Z324B_HUMAN	ZNF324B	not significant
P62834	-0.15766519094507514	-0.7530764578272217	0.4377460759370714	12.527698651178033	-0.5503124050486781	0.5878479824465849	0.7659637338479965	-6.400078500873827	P62834	RAP1A_HUMAN	RAP1A	not significant
Q86YQ8	-0.15570132137826043	-0.43413166053001884	0.12272901777349798	14.126750886064048	-1.1205769636482115	0.26731664724932575	0.48878393766393746	-6.400364392950912	Q86YQ8	CPNE8_HUMAN	CPNE8	not significant
P0C2W1	0.06857813691436239	-0.3232361201523102	0.46039239398103493	13.24010822086685	0.36603377145816	0.7183348243992845	0.8491989185415398	-6.400812268095838	P0C2W1	FBSP1_HUMAN	FBXO45	not significant
Q14814	-0.11384219527297669	-0.7260532427401071	0.4983688521941537	11.412127965163082	-0.38888197051572754	0.7016348730020188	0.8403681930541316	-6.40125844311549	Q14814	MEF2D_HUMAN	MEF2D	not significant
O75382	-0.11446290476654528	-0.887248745480811	0.6583229359477204	11.267423219895042	-0.3069884807100708	0.7617088097146125	0.8738640695754666	-6.402467030092383	O75382	TRIM3_HUMAN	TRIM3	not significant
Q8N1F7	-0.10616911231088669	-0.28186910076595173	0.06953087614417836	18.765349149619777	-1.2074368057755018	0.23176093311236487	0.4510952339408687	-6.40283180751903	Q8N1F7	NUP93_HUMAN	NUP93	not significant
Q01740	0.07189137974480421	-0.5620496319791152	0.7058323914687236	14.62333865897308	0.24285149599382483	0.8115849072040878	0.9013201319946111	-6.4028478533191695	Q01740	FMO1_HUMAN	FMO1	not significant
O75038	-0.1198198245185363	-0.4070721203641304	0.1674324713270578	23.32975175890543	-0.847483949712675	0.4026116067174379	0.617295988907889	-6.403735457675138	O75038	PLCH2_HUMAN	PLCH2	not significant
Q58FF8	0.17790493655523715	-0.19529497790192119	0.5511048510123955	16.757496748428	0.963274524495907	0.34116381862479406	0.5628250035748698	-6.403934141358456	Q58FF8	H90B2_HUMAN	HSP90AB2P	not significant
Q9UJ14	0.06215478068187432	-0.4222778603596319	0.5465874217233805	13.745136226292127	0.27167371909465177	0.7892973833135759	0.8887684167492812	-6.404374651273897	Q9UJ14	GGT7_HUMAN	GGT7	not significant
Q96QZ7	-0.15646358695974286	-0.45842831117633176	0.14550113725684602	12.123273362135231	-1.041139640103521	0.30289648685936627	0.5229192199331825	-6.404561580063956	Q96QZ7	MAGI1_HUMAN	MAGI1	not significant
P04259	0.7664422285686563	-0.6805052862318473	2.21338974336916	19.48498485382265	1.0648912228325236	0.29222698395223673	0.5135793731982088	-6.40456206818354	P04259	K2C6B_HUMAN	KRT6B	not significant
Q99666	0.06035492092863254	-0.8131543923969049	0.9338642342541699	10.402003629736111	0.14630246162601318	0.8854838997114949	0.9422765373325535	-6.404728079204224	Q99666	RGPD5_HUMAN	RGPD6	not significant
P12429	0.22091379903470607	-0.17673540754313563	0.6185630056125477	15.96459143132018	1.1146723279732704	0.2700933498825727	0.4914312389706175	-6.404849196258896	P12429	ANXA3_HUMAN	ANXA3	not significant
Q9Y303	-0.07320851576294735	-0.7566002020025162	0.6101831704766214	13.005571581953399	-0.2232933575705819	0.8255459948077541	0.9093691925802802	-6.406069365267627	Q9Y303	NAGA_HUMAN	AMDHD2	not significant
P62330	-0.10669439264836714	-0.28367240478308053	0.07028361948634629	18.361132639200445	-1.2046482103758303	0.23282851020991147	0.4521819076947508	-6.406149886655361	P62330	ARF6_HUMAN	ARF6	not significant
Q9BQ67	-0.15258530838524742	-0.5261403992527284	0.22096978248223353	14.761396188361532	-0.8339315455778794	0.4108599472719705	0.6236285912588687	-6.406659712550624	Q9BQ67	GRWD1_HUMAN	GRWD1	not significant
Q96EV8	0.1454660307522965	-0.14874600519542733	0.4396780667000203	14.654168480517555	1.0025166078404233	0.3227423346899768	0.5441493686289691	-6.406975899870356	Q96EV8	DTBP1_HUMAN	DTNBP1	not significant
P23470	0.0425891738088423	-0.8206459215922473	0.9058242692099319	13.725486421619246	0.10398347748804394	0.9183829413528487	0.9572837366095878	-6.407269178172351	P23470	PTPRG_HUMAN	PTPRG	not significant
O00442	-0.13399474087051344	-0.3592566203280419	0.09126713858701502	15.198061870714367	-1.1893635902154363	0.23888808909090178	0.45856206045397946	-6.407548178901738	O00442	RTCA_HUMAN	RTCA	not significant
Q9NPH2	0.162540223309767	-0.13762390377732522	0.4627043503968592	14.813165584048809	1.0869947390843295	0.2821266345612555	0.5046153554569276	-6.407807355873699	Q9NPH2	INO1_HUMAN	ISYNA1	not significant
O76071	0.15736482463508364	-0.3910218751789778	0.705751524449145	15.018201270667145	0.594753794740115	0.5580126200230064	0.7444369852848151	-6.4078254857928805	O76071	CIAO1_HUMAN	CIAO1	not significant
P09327	-0.15695167189365278	-0.419967075707912	0.10606373192060642	17.000405025154166	-1.1927757254890752	0.23748500337351813	0.45731543199347835	-6.407881425980651	P09327	VILI_HUMAN	VIL1	not significant
